((572, 276737))	244044	115423	48195	347815	303812	205851	308225	443776	414768	23739	197821	349470	88057	332739	306032	210388	70567	189738	75234	379106	66664	220456	281432	229784	402730	395754	351050	86538	86497	30324	77227	393143	228617	307022	430625	351129	86693	280866	388926	359778	53753	307187	375284	52212	297412	69523	253382	365982	169259	306800
((572, 353911))	392635	437611	349227	115423	430625	55888	77227	66664	210388	452004	23739	127723	197821	236785	169259	199885	136865	418042	306800	272396	373988	207724	395754	226400	393143	61469	307408	205851	80130	431502	194402	85830	285107	443471	171864	86497	86693	268374	307022	451653	188324	388926	165361	30324	414768	367221	425499	319030	329217	80352
((572, 205904))	61469	303812	229784	329378	80352	308225	101821	23739	127723	57588	351129	395754	32508	77088	373988	27582	307408	443776	365982	8837	307022	433612	285107	426210	201329	172830	306032	70567	359778	329214	452004	189738	171864	194402	264712	280566	375284	77227	402730	306800	443471	337543	351050	55888	82503	316627	136865	226400	88057	430566
((572, 212038))	86497	433612	426210	401857	281432	169259	127723	349470	367221	66664	19771	319030	75234	229784	307187	23739	197821	55888	213027	199885	351050	136865	123894	337543	401158	392635	349227	373988	388926	308225	280566	210388	437611	77227	375284	359778	316627	347815	418042	222315	451653	402730	452004	281427	171864	435320	307022	289174	27582	329378
((572, 385770))	253382	77088	430566	52212	207724	8837	245681	267310	69523	23739	351050	53753	456431	280866	136865	307022	437611	169259	359778	347815	373988	194402	375284	86693	306032	365982	307187	80352	349227	55888	297412	443471	30324	316627	88057	308225	61469	70567	436454	57588	172830	189738	402730	452004	213027	171864	222315	19771	32508	306800
((572, 456192))	437611	197821	213027	207724	456431	267310	289174	418042	329217	308225	53753	32508	80130	229784	307408	337543	303812	55888	101821	165361	379106	451653	19771	61469	82503	23739	431502	435320	443471	77088	172830	210388	280866	443776	27582	30324	329214	436454	351050	359778	85830	57588	171864	194402	253382	425499	365982	433612	48195	88057
((572, 306507))	169259	426210	179840	199885	280566	402730	344380	189738	367221	123894	194402	226400	359778	433612	220456	395754	82503	88057	425499	432631	197821	80352	392635	264712	213027	329378	61469	8837	85830	401158	443471	303812	351129	280866	451653	329214	332739	437611	414768	52212	351050	267310	289174	268374	435320	365982	86497	431502	205851	306032
((572, 337800))	272396	194402	55888	431502	61469	19771	77227	337543	430625	329378	432631	70567	136865	347815	388926	306032	316627	86538	414768	280866	30324	229784	393143	8837	82503	401857	285107	426210	349227	436454	53753	329214	23739	264712	228617	222315	27582	443471	375284	359778	280566	401158	306800	189738	165361	115423	85830	329217	452004	418042
((572, 386726))	267310	436454	23739	430566	115423	188324	207724	171864	19771	452004	432631	329378	344380	306032	351129	425499	228617	402730	61469	213027	443776	169259	303812	229784	80352	30324	431502	253382	197821	379106	351050	329214	443471	426210	281427	172830	395754	8837	86497	70567	285107	332739	101821	375284	80130	27582	430625	437611	86538	205851
((572, 302456))	393143	451653	85830	127723	281427	165361	272396	201329	388926	194402	373988	435320	307408	69523	329214	57588	61469	27582	432631	115423	430566	437611	452004	77227	32508	426210	245681	213027	433612	359778	307022	347815	222315	280866	75234	23739	169259	319030	316627	19771	82503	80130	55888	349470	264712	344380	189738	268374	86497	199885
((572, 194543))	306032	308225	303812	123894	392635	57588	307022	359778	80352	280866	86693	210388	401857	201329	236785	456431	264712	289174	194402	220456	329378	393143	165361	88057	268374	297412	329217	280566	451653	207724	115423	281427	418042	19771	329214	169259	344380	443471	367221	205851	213027	52212	443776	53753	430566	379106	430625	136865	307187	425499
((572, 253787))	349470	425499	414768	316627	367221	393143	101821	207724	307022	205851	306800	69523	86497	307408	351050	86693	430566	351129	201329	66664	236785	253382	344380	347815	136865	349227	280866	402730	165361	452004	329378	194402	115423	436454	213027	23739	199885	392635	229784	324776	77088	88057	432631	272396	179840	268374	188324	375284	82503	80130
((572, 156671))	337543	236785	451653	268374	61469	425499	86538	307408	402730	253382	188324	401857	307187	86497	280566	86693	436454	452004	80130	324776	329378	85830	349470	306800	379106	66664	281427	351050	55888	213027	136865	430625	245681	194402	57588	443471	222315	430566	123894	307022	229784	53753	267310	272396	329217	210388	171864	19771	220456	303812
((572, 441656))	351050	392635	199885	452004	281427	329378	179840	426210	75234	431502	115423	430625	307022	222315	236785	418042	169259	433612	229784	303812	443776	228617	77088	48195	319030	425499	443471	285107	69523	80130	86693	349470	8837	189738	213027	268374	430566	436454	86538	226400	351129	19771	308225	329214	171864	437611	367221	53753	359778	253382
((572, 33519))	220456	245681	375284	395754	226400	426210	213027	431502	359778	307187	171864	306800	401857	437611	70567	436454	55888	402730	199885	61469	414768	316627	329378	430625	319030	289174	165361	86538	205851	306032	432631	207724	66664	77088	351050	136865	86497	194402	349227	115423	268374	19771	172830	169259	430566	344380	86693	80352	48195	222315
((572, 427209))	285107	27582	188324	306800	171864	307408	451653	55888	432631	80352	306032	244044	425499	437611	75234	433612	308225	347815	229784	349227	426210	194402	280866	61469	30324	253382	86693	329217	220456	201329	297412	452004	281427	332739	329214	281432	359778	88057	307187	337543	365982	85830	303812	19771	136865	430566	226400	70567	264712	395754
((572, 241533))	316627	418042	253382	395754	267310	136865	373988	324776	52212	48195	272396	86497	245681	347815	189738	308225	88057	379106	437611	319030	165361	210388	281427	432631	280866	226400	297412	236785	402730	19771	337543	349470	77227	443776	433612	172830	351050	426210	430625	285107	349227	244044	307187	431502	229784	82503	307022	53753	365982	393143
((572, 205164))	365982	281427	19771	349470	306800	171864	220456	179840	48195	430566	443471	264712	401158	27582	165361	77227	222315	431502	425499	226400	23739	347815	75234	337543	61469	456431	418042	207724	272396	414768	236785	245681	66664	436454	127723	53753	86497	228617	88057	388926	85830	253382	344380	426210	82503	373988	52212	244044	379106	329378
((572, 238452))	172830	57588	189738	280866	52212	324776	349227	393143	85830	281427	401857	61469	307022	395754	388926	165361	244044	86693	82503	23739	66664	435320	297412	307408	359778	201329	289174	307187	418042	75234	171864	30324	347815	136865	253382	222315	436454	319030	332739	443471	179840	285107	48195	306800	430625	8837	329214	69523	169259	379106
((572, 312737))	303812	101821	436454	82503	69523	77088	395754	393143	188324	329378	365982	281427	418042	48195	88057	329214	316627	32508	201329	189738	207724	55888	70567	319030	349227	392635	199885	451653	8837	220456	425499	253382	367221	306032	307408	307187	308225	86497	27582	443471	437611	426210	433612	280866	61469	80352	430566	244044	344380	30324
((572, 266127))	329217	53753	77088	48195	244044	80352	222315	306800	280866	456431	179840	127723	32508	433612	329378	307187	388926	30324	69523	303812	272396	430625	207724	307408	264712	253382	443776	436454	375284	392635	189738	57588	425499	418042	297412	430566	393143	351129	77227	324776	165361	337543	101821	136865	332739	351050	220456	431502	401158	379106
((572, 389225))	8837	349227	443776	436454	88057	48195	365982	86538	57588	32508	226400	85830	388926	205851	332739	264712	347815	75234	456431	244044	77088	80352	289174	201329	55888	316627	425499	228617	61469	324776	272396	30324	171864	281427	280566	179840	53753	435320	80130	297412	280866	349470	27582	303812	401857	172830	101821	210388	220456	199885
((572, 373607))	316627	272396	324776	344380	456431	347815	452004	401158	27582	307187	194402	236785	437611	189738	443471	451653	433612	432631	197821	86538	425499	199885	85830	426210	351129	443776	123894	351050	332739	86497	172830	319030	88057	379106	401857	308225	303812	280566	388926	435320	281432	349227	431502	430566	127723	280866	70567	220456	80352	165361
((572, 373410))	210388	280866	253382	359778	23739	329214	88057	401158	297412	80130	69523	201329	375284	426210	80352	344380	430566	289174	395754	48195	172830	402730	307187	303812	123894	393143	436454	194402	432631	373988	349470	127723	332739	245681	199885	281432	52212	77088	55888	77227	189738	272396	456431	414768	57588	443471	308225	222315	264712	347815
((572, 92687))	123894	401857	280866	308225	324776	86538	451653	401158	213027	414768	197821	80352	70567	61469	367221	172830	436454	316627	30324	351129	85830	437611	115423	359778	77227	205851	379106	426210	297412	32508	210388	169259	373988	332739	430625	432631	229784	199885	388926	75234	329214	443776	222315	165361	281427	395754	220456	452004	179840	443471
((572, 209160))	280566	86693	367221	324776	220456	365982	171864	308225	430566	393143	401158	337543	435320	194402	329217	188324	136865	123894	226400	281432	179840	344380	307022	332739	264712	61469	307187	86538	213027	432631	66664	388926	452004	32508	373988	222315	85830	272396	48195	351129	359778	395754	172830	23739	443776	281427	244044	236785	267310	80130
((572, 388833))	77227	280566	253382	430625	349227	127723	268374	431502	101821	388926	264712	171864	207724	69523	222315	8837	316627	80130	82503	210388	236785	55888	436454	86538	329217	329214	393143	443471	220456	189738	308225	395754	23739	456431	451653	289174	245681	19771	61469	307408	285107	57588	48195	169259	443776	123894	172830	359778	88057	351050
((572, 131845))	188324	205851	228617	281432	222315	329217	388926	69523	115423	426210	101821	303812	272396	194402	297412	52212	86497	267310	392635	347815	207724	324776	344380	264712	414768	189738	253382	80352	418042	456431	23739	307187	289174	19771	220456	77088	88057	281427	199885	27582	127723	319030	86538	85830	425499	432631	401857	55888	66664	32508
((572, 123512))	393143	306032	171864	57588	82503	306800	86538	280566	351129	430625	347815	432631	228617	226400	169259	75234	443776	220456	61469	430566	201329	349470	267310	101821	375284	425499	197821	456431	401158	297412	165361	244044	23739	213027	189738	316627	88057	27582	319030	136865	436454	264712	188324	48195	205851	443471	222315	32508	245681	55888
((572, 382145))	373988	436454	19771	171864	188324	351129	285107	52212	88057	264712	430566	53753	27582	197821	61469	456431	329214	244044	307408	392635	289174	307022	172830	281427	189738	395754	418042	414768	127723	86538	75234	324776	66664	8837	443471	85830	80130	23739	101821	329217	349470	210388	69523	199885	452004	332739	365982	179840	86497	205851
((572, 115628))	306800	179840	316627	268374	55888	349227	210388	253382	307022	80352	443776	425499	332739	375284	82503	8837	66664	437611	57588	88057	228617	136865	127723	281427	392635	236785	86693	443471	351129	347815	280866	169259	426210	436454	171864	344380	220456	213027	23739	123894	207724	379106	365982	401158	359778	48195	32508	172830	52212	27582
((572, 325694))	349470	365982	418042	435320	169259	229784	80352	66664	264712	332739	69523	285107	61469	307187	19771	253382	30324	244044	297412	375284	402730	201329	75234	48195	272396	188324	393143	452004	443776	426210	189738	220456	23739	57588	172830	53753	347815	228617	127723	437611	115423	329214	308225	324776	27582	82503	367221	307022	199885	451653
((572, 274553))	245681	205851	373988	307187	280566	319030	27582	194402	52212	306032	244044	285107	281432	66664	264712	69523	332739	430566	379106	19771	425499	375284	351129	197821	86538	443776	86497	8837	220456	55888	171864	349470	329378	85830	308225	188324	306800	30324	443471	426210	344380	297412	80352	123894	452004	349227	210388	207724	272396	456431
((572, 304292))	280566	236785	437611	324776	189738	165361	226400	452004	179840	375284	307187	268374	379106	285107	392635	443471	280866	388926	329217	53753	8837	23739	77227	197821	88057	220456	101821	194402	57588	436454	281427	402730	66664	349227	329214	48195	80352	431502	351050	199885	332739	169259	435320	359778	264712	347815	289174	272396	365982	229784
((572, 347874))	452004	303812	53753	244044	430625	194402	27582	199885	77227	297412	351129	307022	365982	86693	32508	123894	229784	306800	395754	280566	80352	210388	19771	347815	115423	435320	280866	85830	392635	69523	213027	316627	436454	88057	55888	443776	414768	329214	207724	172830	127723	373988	245681	205851	367221	456431	430566	48195	281432	268374
((572, 409907))	337543	280866	244044	169259	303812	281432	392635	55888	23739	86497	69523	226400	19771	210388	53753	280566	66664	80130	264712	101821	307408	443471	432631	375284	179840	285107	253382	61469	308225	401158	297412	379106	229784	289174	329214	220456	395754	205851	307187	222315	425499	349227	402730	57588	426210	30324	319030	344380	316627	367221
((572, 370034))	88057	329378	375284	8837	433612	267310	188324	80130	268374	70567	86497	236785	306032	452004	77088	205851	264712	123894	418042	307022	136865	165361	23739	373988	365982	280866	347815	351050	86693	436454	303812	430625	226400	392635	319030	115423	55888	435320	245681	401158	297412	53753	451653	213027	228617	30324	414768	351129	395754	432631
((572, 297069))	349470	329217	66664	430625	307022	359778	437611	373988	426210	324776	188324	316627	253382	456431	375284	308225	226400	77227	169259	210388	82503	75234	101821	32508	281432	228617	53753	127723	194402	80352	57588	69523	281427	432631	229784	351050	395754	367221	435320	23739	197821	236785	165361	329378	268374	401857	418042	88057	70567	123894
((572, 209488))	456431	297412	253382	82503	324776	451653	8837	19771	329378	77088	395754	443776	245681	236785	375284	86693	268374	316627	426210	66664	127723	401158	373988	197821	430625	344380	88057	272396	85830	402730	443471	307022	52212	32508	306800	165361	69523	365982	48195	392635	349227	75234	228617	171864	70567	57588	431502	433612	401857	244044
((572, 204751))	379106	8837	307022	172830	253382	347815	303812	66664	280866	332739	169259	285107	88057	329378	306800	430625	226400	402730	77227	437611	245681	401158	401857	201329	425499	52212	57588	351050	205851	86693	392635	451653	344380	433612	319030	418042	359778	267310	351129	452004	316627	207724	281427	431502	171864	365982	272396	414768	337543	436454
((572, 89558))	289174	452004	414768	172830	194402	307187	101821	220456	443471	253382	127723	19771	244044	188324	226400	388926	48195	329217	349227	451653	77227	207724	136865	199885	171864	52212	82503	281432	329214	267310	456431	365982	435320	205851	379106	351129	430566	23739	425499	375284	80352	70567	80130	75234	401158	347815	431502	280866	344380	337543
((572, 170942))	236785	210388	264712	329217	77088	82503	55888	75234	57588	329214	344380	337543	8837	213027	395754	297412	306800	414768	430566	392635	443471	207724	443776	402730	70567	222315	307408	30324	432631	306032	77227	220456	27582	285107	66664	32508	332739	69523	379106	456431	425499	244044	393143	115423	351050	80130	179840	365982	205851	136865
((572, 21749))	179840	70567	80130	199885	433612	297412	205851	437611	169259	436454	307022	414768	210388	189738	85830	244044	308225	285107	32508	329217	425499	86538	197821	188324	27582	88057	101821	61469	375284	280866	281427	220456	329214	337543	349470	264712	123894	303812	379106	443776	351050	435320	226400	55888	86693	165361	418042	280566	401857	77088
((572, 101444))	359778	85830	349470	435320	136865	19771	244044	433612	347815	77227	86497	77088	307408	329378	329217	115423	179840	27582	222315	303812	297412	344380	199885	66664	430625	80352	207724	379106	307022	289174	280866	172830	324776	432631	373988	228617	272396	75234	189738	443776	451653	425499	267310	443471	365982	367221	332739	351050	229784	88057
((572, 424507))	101821	267310	401158	66664	379106	53753	194402	210388	306032	281427	264712	272396	179840	189738	324776	395754	443776	351129	55888	344380	401857	393143	289174	351050	280566	201329	430566	307022	30324	226400	23739	80352	88057	425499	349227	236785	456431	82503	268374	426210	430625	80130	337543	452004	402730	27582	435320	85830	32508	19771
((572, 340704))	324776	289174	329217	280866	48195	307408	392635	123894	55888	53753	220456	194402	244044	86497	401158	61469	347815	452004	393143	228617	337543	432631	264712	88057	308225	285107	344380	210388	207724	226400	373988	316627	267310	307187	19771	179840	359778	401857	77088	222315	456431	115423	431502	281427	437611	30324	443776	171864	165361	245681
((572, 351323))	70567	430566	220456	452004	280566	303812	359778	337543	435320	23739	88057	80352	319030	115423	418042	281432	308225	197821	61469	171864	123894	351050	414768	306032	379106	425499	267310	316627	86693	280866	27582	307187	306800	285107	86497	272396	329378	297412	48195	443776	75234	344380	401158	222315	229784	19771	179840	307022	349470	395754
((572, 238334))	347815	222315	228617	136865	80130	52212	359778	316627	80352	61469	307187	373988	8837	365982	280566	171864	172830	213027	101821	82503	30324	75234	264712	379106	179840	351050	229784	307022	53753	165361	436454	443471	281427	236785	388926	194402	435320	23739	308225	289174	281432	244044	189738	272396	285107	349227	329217	226400	432631	207724
((572, 311132))	264712	57588	172830	432631	319030	55888	82503	207724	426210	272396	281427	229784	414768	86693	199885	244044	297412	418042	307022	197821	210388	101821	222315	344380	213027	307187	245681	443471	66664	188324	367221	349227	443776	220456	281432	52212	80352	123894	86497	285107	306032	308225	329378	351050	75234	69523	433612	280566	19771	373988
((572, 361418))	379106	375284	210388	52212	347815	171864	272396	226400	332739	169259	228617	205851	365982	392635	307187	306800	306032	165361	127723	367221	199885	70567	197821	123894	319030	414768	201329	222315	456431	101821	32508	307408	359778	53753	307022	401857	85830	77088	401158	430625	452004	80352	303812	75234	430566	82503	80130	245681	402730	388926
((572, 422234))	329214	264712	172830	253382	418042	393143	347815	127723	88057	201329	303812	435320	281427	75234	85830	307022	344380	443471	401158	432631	414768	23739	8837	70567	169259	101821	349227	80130	332739	430566	433612	337543	359778	324776	285107	77088	171864	27582	189738	48195	165361	86538	351050	289174	297412	226400	199885	456431	307408	207724
((572, 307056))	329378	414768	451653	289174	222315	61469	344380	88057	19771	319030	267310	207724	226400	351129	172830	189738	297412	402730	425499	418042	23739	194402	199885	306800	86693	307408	201329	435320	324776	82503	280566	437611	80352	66664	351050	101821	268374	205851	379106	115423	127723	52212	80130	456431	77088	229784	443471	272396	85830	452004
((572, 203950))	86497	55888	52212	280566	210388	324776	30324	53753	281432	226400	329217	171864	435320	418042	432631	426210	179840	197821	136865	88057	165361	272396	205851	61469	127723	365982	253382	306032	267310	82503	207724	201329	402730	437611	393143	281427	297412	188324	456431	329214	8837	280866	401158	48195	443776	451653	264712	77088	430566	347815
((572, 391008))	86538	456431	431502	61469	88057	425499	77088	307408	197821	244044	393143	272396	379106	359778	280866	80352	194402	189738	199885	289174	55888	205851	388926	418042	281427	123894	365982	307022	392635	430625	52212	82503	367221	443471	329214	8837	75234	303812	285107	402730	253382	451653	329217	401857	115423	188324	426210	169259	228617	127723
((572, 106327))	451653	82503	77227	268374	75234	210388	66664	443471	373988	392635	351050	303812	347815	55888	418042	272396	344380	52212	437611	351129	280566	48195	85830	267310	329214	213027	57588	367221	197821	319030	80130	306800	123894	245681	69523	136865	189738	297412	207724	337543	414768	324776	86538	253382	349470	264712	308225	226400	280866	201329
((572, 212306))	319030	303812	66664	432631	307022	392635	86693	281432	337543	393143	329217	222315	285107	169259	402730	8837	443776	172830	53753	430625	236785	379106	226400	351050	179840	351129	86538	280866	245681	197821	30324	329378	75234	201329	32508	80130	437611	306032	123894	189738	188324	194402	344380	289174	272396	418042	307187	329214	82503	435320
((572, 86866))	61469	351050	245681	375284	272396	436454	228617	437611	88057	188324	351129	307022	443776	451653	393143	303812	452004	308225	123894	52212	267310	69523	82503	280566	86497	8837	329217	307187	169259	431502	194402	388926	205851	171864	210388	324776	55888	329378	329214	236785	229784	319030	179840	344380	367221	280866	85830	379106	349470	392635
((572, 338585))	306800	267310	437611	359778	280566	435320	55888	80130	245681	281432	281427	297412	329214	82503	272396	77088	349227	285107	280866	393143	308225	80352	127723	426210	392635	344380	319030	236785	244044	165361	61469	30324	115423	418042	194402	432631	452004	32508	324776	443776	197821	303812	367221	379106	27582	365982	264712	307408	85830	289174
((572, 188439))	351050	253382	430625	66664	88057	101821	402730	70567	443471	307187	82503	127723	332739	456431	373988	80130	172830	436454	220456	115423	351129	431502	306800	197821	77088	297412	307022	452004	451653	349227	375284	30324	205851	316627	285107	32508	303812	437611	272396	179840	27582	244044	80352	308225	19771	199885	329217	432631	75234	344380
((572, 143259))	347815	433612	61469	452004	337543	349470	55888	297412	48195	430566	244044	165361	80130	66664	136865	365982	272396	329214	86497	316627	307187	432631	426210	379106	220456	27582	222315	194402	189738	349227	75234	375284	329217	344380	351050	169259	456431	77227	268374	351129	80352	401158	201329	69523	32508	324776	197821	289174	53753	179840
((572, 93046))	253382	201329	189738	88057	307187	430625	306032	319030	414768	430566	188324	86538	82503	435320	171864	236785	101821	452004	85830	388926	337543	53753	307408	351050	344380	69523	55888	392635	433612	349470	8837	379106	197821	75234	332739	213027	115423	169259	316627	136865	244044	27582	245681	329378	199885	77227	306800	365982	281427	80130
((572, 167898))	213027	316627	307022	244044	77227	280566	393143	82503	201329	289174	253382	388926	27582	220456	359778	101821	75234	165361	332739	222315	115423	351129	172830	53753	267310	425499	452004	285107	373988	52212	281427	23739	451653	443776	189738	443471	86497	245681	303812	365982	236785	19771	402730	229784	329214	123894	379106	194402	169259	226400
((572, 245494))	306032	388926	101821	307022	452004	456431	418042	303812	436454	267310	80130	401857	85830	375284	443776	281427	88057	264712	179840	433612	199885	253382	69523	351050	197821	57588	228617	435320	272396	226400	189738	127723	402730	365982	430625	244044	66664	280866	367221	86497	431502	337543	347815	297412	52212	165361	75234	23739	432631	443471
((572, 385889))	365982	222315	280866	324776	213027	451653	189738	379106	316627	264712	375284	456431	452004	53753	280566	86497	367221	373988	8837	165361	66664	123894	414768	244044	344380	430566	430625	52212	297412	228617	337543	351050	402730	69523	80352	188324	303812	443776	319030	307187	236785	57588	351129	308225	171864	220456	136865	307408	281427	55888
((572, 47888))	347815	123894	303812	172830	349470	169259	136865	351050	359778	85830	337543	201329	306800	61469	236785	308225	70567	332739	329217	194402	23739	379106	75234	48195	197821	171864	373988	101821	86538	393143	443776	452004	55888	281432	329378	316627	80130	402730	344380	319030	456431	351129	285107	395754	213027	307187	425499	435320	127723	430625
((572, 57040))	171864	8837	70567	388926	267310	220456	430566	329378	379106	80130	347815	414768	210388	127723	32508	373988	188324	19771	272396	443776	436454	418042	199885	194402	245681	86693	268374	307022	329217	281432	337543	222315	80352	169259	307408	430625	228617	443471	303812	425499	452004	53753	393143	101821	280866	136865	86538	329214	349470	201329
((572, 243568))	349227	431502	268374	344380	244044	171864	222315	101821	272396	332739	86497	349470	69523	281427	289174	432631	201329	32508	264712	373988	425499	197821	365982	228617	267310	329214	188324	220456	127723	351050	226400	52212	435320	85830	414768	207724	388926	165361	443471	189738	179840	337543	70567	80130	402730	437611	308225	53753	307022	316627
((572, 194428))	244044	392635	430625	77227	86693	236785	52212	171864	88057	136865	373988	27582	418042	69523	285107	307022	66664	75234	245681	306032	393143	127723	337543	426210	351050	432631	61469	395754	443776	82503	179840	32508	349470	228617	425499	324776	207724	433612	401158	80130	388926	307408	268374	23739	375284	297412	272396	253382	316627	226400
((572, 340354))	86497	55888	303812	136865	401857	27582	80130	329217	188324	8837	430625	432631	297412	48195	19771	30324	268374	375284	395754	430566	267310	85830	431502	236785	435320	436454	201329	280866	207724	205851	392635	57588	308225	401158	324776	425499	402730	456431	213027	365982	433612	32508	172830	169259	171864	123894	349227	199885	228617	197821
((572, 204321))	75234	188324	432631	197821	437611	226400	359778	55888	307408	431502	48195	280866	344380	30324	337543	268374	165361	264712	281427	379106	236785	316627	85830	347815	66664	303812	308225	123894	272396	220456	456431	213027	367221	80130	425499	289174	53753	332739	205851	172830	418042	281432	395754	8837	414768	245681	199885	297412	319030	101821
((572, 336059))	101821	220456	75234	48195	82503	77088	229784	27582	443776	425499	86693	228617	245681	213027	80130	57588	456431	66664	268374	432631	393143	55888	306032	351129	344380	367221	281427	86538	188324	179840	437611	289174	392635	324776	285107	169259	319030	32508	281432	19771	349470	388926	172830	85830	207724	307022	430625	337543	244044	280566
((572, 101053))	306800	436454	393143	229784	264712	426210	324776	375284	66664	194402	245681	431502	388926	228617	19771	418042	55888	210388	289174	379106	401857	222315	272396	85830	32508	220456	267310	349227	285107	392635	61469	433612	69523	332739	329378	253382	365982	451653	77227	213027	307022	199885	351129	329217	48195	101821	430566	86538	359778	367221
((572, 73781))	365982	297412	430625	127723	115423	329217	23739	201329	226400	169259	194402	281427	307408	77088	75234	267310	101821	395754	436454	308225	433612	401857	337543	207724	451653	452004	264712	401158	61469	306032	66664	82503	332739	188324	222315	329214	388926	228617	347815	88057	80352	443471	213027	344380	55888	86538	80130	272396	285107	57588
((572, 330774))	280566	307187	432631	437611	308225	281427	402730	82503	188324	189738	451653	344380	30324	27582	285107	307408	127723	23739	253382	115423	136865	306032	77227	456431	197821	179840	443776	375284	392635	349227	365982	347815	393143	379106	367221	205851	66664	61469	388926	436454	401158	199885	220456	171864	80130	201329	268374	207724	418042	267310
((572, 351098))	194402	86538	436454	57588	316627	77227	165361	393143	69523	115423	169259	359778	456431	430566	171864	61469	443471	431502	373988	281432	332739	8837	80352	201329	401158	228617	19771	213027	375284	267310	23739	32508	27582	226400	88057	85830	347815	435320	86693	30324	351050	307408	280866	207724	306800	451653	329217	220456	136865	172830
((572, 104952))	329214	401857	344380	443776	101821	197821	351129	418042	307187	86693	373988	347815	88057	213027	285107	426210	359778	205851	48195	189738	308225	268374	281427	425499	210388	30324	229784	82503	207724	169259	280566	395754	316627	75234	329217	236785	393143	222315	349227	77088	303812	272396	332739	115423	433612	437611	351050	228617	401158	55888
((572, 228189))	80352	401158	436454	303812	66664	324776	172830	30324	426210	425499	430566	433612	88057	359778	351050	165361	226400	222315	86693	349470	52212	337543	32508	253382	75234	306800	308225	136865	85830	281427	280866	229784	307022	82503	27582	388926	69523	329378	19771	393143	430625	264712	451653	171864	57588	373988	307408	319030	347815	289174
((572, 87194))	435320	337543	303812	451653	456431	307408	236785	207724	57588	395754	379106	197821	373988	66664	297412	69523	188324	244044	171864	123894	169259	48195	201329	80130	401857	430566	443776	359778	194402	226400	222315	392635	88057	319030	367221	349470	401158	267310	281432	329217	280566	27582	316627	306032	388926	306800	172830	349227	418042	285107
